Wavelength(nm),Irradiance_Mar_25-29
1224.55,0.47499
1224.65,0.47491
1224.75,0.47483
1224.85,0.47476
1224.95,0.47468
1225.05,0.47461
1225.15,0.47453
1225.25,0.47445
1225.35,0.47438
1225.45,0.4743
1225.55,0.47422
1225.65,0.47415
1225.75,0.47407
1225.85,0.47399
1225.95,0.47393
1226.05,0.47385
1226.15,0.47377
1226.25,0.47369
1226.35,0.47362
1226.45,0.47354
1226.55,0.47346
1226.65,0.47338
1226.75,0.47331
1226.85,0.47323
1226.95,0.47315
1227.05,0.47307
1227.15,0.473
1227.25,0.47292
1227.35,0.47285
1227.45,0.47277
1227.55,0.47269
1227.65,0.47261
1227.75,0.47253
1227.85,0.47245
1227.95,0.47238
1228.05,0.4723
1228.15,0.47222
1228.25,0.47214
1228.35,0.47206
1228.45,0.47198
1228.55,0.4719
1228.65,0.47182
1228.75,0.47175
1228.85,0.47167
1228.95,0.47159
1229.05,0.47151
1229.15,0.47143
1229.25,0.47135
1229.35,0.47127
1229.45,0.47119
1229.55,0.47111
1229.65,0.47103
1229.75,0.47095
1229.85,0.47087
1229.95,0.47079
1230.05,0.47071
1230.15,0.47064
1230.25,0.47056
1230.35,0.47048
1230.45,0.4704
1230.55,0.47032
1230.65,0.47023
1230.75,0.47015
1230.85,0.47007
1230.95,0.46999
1231.05,0.46991
1231.15,0.46983
1231.25,0.46975
1231.35,0.46967
1231.45,0.4696
1231.55,0.46951
1231.65,0.46943
1231.75,0.46935
1231.85,0.46927
1231.95,0.46919
1232.05,0.46911
1232.15,0.46902
1232.25,0.46894
1232.35,0.46886
1232.45,0.46878
1232.55,0.4687
1232.65,0.46861
1232.75,0.46853
1232.85,0.46846
1232.95,0.46838
1233.05,0.46829
1233.15,0.46821
1233.25,0.46813
1233.35,0.46805
1233.45,0.46797
1233.55,0.46788
1233.65,0.4678
1233.75,0.46772
1233.85,0.46763
1233.95,0.46755
1234.05,0.46747
1234.15,0.4674
1234.25,0.46731
1234.35,0.46723
1234.45,0.46715
1234.55,0.46706
1234.65,0.46698
1234.75,0.4669
1234.85,0.46682
1234.95,0.46673
1235.05,0.46665
1235.15,0.46657
1235.25,0.46648
1235.35,0.4664
1235.45,0.46633
1235.55,0.46624
1235.65,0.46616
1235.75,0.46608
1235.85,0.46599
1235.95,0.46591
1236.05,0.46583
1236.15,0.46574
1236.25,0.46566
1236.35,0.46557
1236.45,0.46549
1236.55,0.46541
1236.65,0.46532
1236.75,0.46525
1236.85,0.46517
1236.95,0.46508
1237.05,0.465
1237.15,0.46491
1237.25,0.46483
1237.35,0.46475
1237.45,0.46466
1237.55,0.46458
1237.65,0.4645
1237.75,0.46441
1237.85,0.46433
1237.95,0.46424
1238.05,0.46417
1238.15,0.46409
1238.25,0.464
1238.35,0.46392
1238.45,0.46384
1238.55,0.46376
1238.65,0.46367
1238.75,0.46359
1238.85,0.46351
1238.95,0.46343
1239.05,0.46334
1239.15,0.46326
1239.25,0.46318
1239.35,0.4631
1239.45,0.46302
1239.55,0.46294
1239.65,0.46286
1239.75,0.46277
1239.85,0.46269
1239.95,0.46261
1240.05,0.46252
1240.15,0.46244
1240.25,0.46236
1240.35,0.46227
1240.45,0.46219
1240.55,0.46211
1240.65,0.46202
1240.75,0.46195
1240.85,0.46187
1240.95,0.46178
1241.05,0.4617
1241.15,0.46162
1241.25,0.46153
1241.35,0.46145
1241.45,0.46137
1241.55,0.46128
1241.65,0.4612
1241.75,0.46111
1241.85,0.46103
1241.95,0.46094
1242.05,0.46087
1242.15,0.46079
1242.25,0.4607
1242.35,0.46062
1242.45,0.46053
1242.55,0.46045
1242.65,0.46036
1242.75,0.46028
1242.85,0.46019
1242.95,0.46011
1243.05,0.46002
1243.15,0.45994
1243.25,0.45985
1243.35,0.45978
1243.45,0.45969
1243.55,0.4596
1243.65,0.45952
1243.75,0.45943
1243.85,0.45934
1243.95,0.45926
1244.05,0.45917
1244.15,0.45908
1244.25,0.45899
1244.35,0.45891
1244.45,0.45882
1244.55,0.45874
1244.65,0.45865
1244.75,0.45856
1244.85,0.45848
1244.95,0.45839
1245.05,0.4583
1245.15,0.45821
1245.25,0.45812
1245.35,0.45803
1245.45,0.45795
1245.55,0.45786
1245.65,0.45777
1245.75,0.45768
1245.85,0.4576
1245.95,0.45751
1246.05,0.45742
1246.15,0.45733
1246.25,0.45724
1246.35,0.45715
1246.45,0.45706
1246.55,0.45697
1246.65,0.45688
1246.75,0.45679
1246.85,0.4567
1246.95,0.45661
1247.05,0.45653
1247.15,0.45644
1247.25,0.45635
1247.35,0.45626
1247.45,0.45617
1247.55,0.45608
1247.65,0.45599
1247.75,0.4559
1247.85,0.45581
1247.95,0.45571
1248.05,0.45562
1248.15,0.45553
1248.25,0.45545
1248.35,0.45536
1248.45,0.45527
1248.55,0.45518
1248.65,0.45508
1248.75,0.45499
1248.85,0.4549
1248.95,0.45481
1249.05,0.45472
1249.15,0.45462
1249.25,0.45453
1249.35,0.45444
1249.45,0.45435
1249.55,0.45426
1249.65,0.45417
1249.75,0.45407
1249.85,0.45398
1249.95,0.45388
1250.05,0.45379
1250.15,0.4537
1250.25,0.4536
1250.35,0.45351
1250.45,0.45341
1250.55,0.45332
1250.65,0.45324
1250.75,0.45314
1250.85,0.45305
1250.95,0.45295
1251.05,0.45286
1251.15,0.45276
1251.25,0.45267
1251.35,0.45257
1251.45,0.45248
1251.55,0.45239
1251.65,0.45229
1251.75,0.45221
1251.85,0.45211
1251.95,0.45202
1252.05,0.45192
1252.15,0.45183
1252.25,0.45173
1252.35,0.45164
1252.45,0.45154
1252.55,0.45145
1252.65,0.45136
1252.75,0.45126
1252.85,0.45117
1252.95,0.45108
1253.05,0.45099
1253.15,0.45089
1253.25,0.4508
1253.35,0.4507
1253.45,0.45061
1253.55,0.45052
1253.65,0.45042
1253.75,0.45033
1253.85,0.45023
1253.95,0.45014
1254.05,0.45005
1254.15,0.44996
1254.25,0.44987
1254.35,0.44977
1254.45,0.44968
1254.55,0.44958
1254.65,0.44949
1254.75,0.4494
1254.85,0.44931
1254.95,0.44922
1255.05,0.44912
1255.15,0.44903
1255.25,0.44895
1255.35,0.44886
1255.45,0.44877
1255.55,0.44867
1255.65,0.44858
1255.75,0.44849
1255.85,0.4484
1255.95,0.44831
1256.05,0.44822
1256.15,0.44812
1256.25,0.44803
1256.35,0.44794
1256.45,0.44786
1256.55,0.44777
1256.65,0.44768
1256.75,0.44759
1256.85,0.4475
1256.95,0.44741
1257.05,0.44732
1257.15,0.44722
1257.25,0.44713
1257.35,0.44704
1257.45,0.44695
1257.55,0.44686
1257.65,0.44678
1257.75,0.44669
1257.85,0.4466
1257.95,0.44651
1258.05,0.44642
1258.15,0.44633
1258.25,0.44624
1258.35,0.44615
1258.45,0.44606
1258.55,0.44597
1258.65,0.44588
1258.75,0.44579
1258.85,0.44571
1258.95,0.44562
1259.05,0.44554
1259.15,0.44545
1259.25,0.44536
1259.35,0.44527
1259.45,0.44518
1259.55,0.44509
1259.65,0.445
1259.75,0.44491
1259.85,0.44482
1259.95,0.44473
1260.05,0.44465
1260.15,0.44457
1260.25,0.44448
1260.35,0.44439
1260.45,0.4443
1260.55,0.44421
1260.65,0.44413
1260.75,0.44404
1260.85,0.44395
1260.95,0.44386
1261.05,0.44378
1261.15,0.44369
1261.25,0.4436
1261.35,0.44352
1261.45,0.44344
1261.55,0.44335
1261.65,0.44326
1261.75,0.44317
1261.85,0.44309
1261.95,0.443
1262.05,0.44291
1262.15,0.44283
1262.25,0.44274
1262.35,0.44265
1262.45,0.44257
1262.55,0.44248
1262.65,0.4424
1262.75,0.44232
1262.85,0.44223
1262.95,0.44214
1263.05,0.44206
1263.15,0.44197
1263.25,0.44189
1263.35,0.4418
1263.45,0.44171
1263.55,0.44163
1263.65,0.44154
1263.75,0.44145
1263.85,0.44137
1263.95,0.44129
1264.05,0.44121
1264.15,0.44112
1264.25,0.44104
1264.35,0.44095
1264.45,0.44086
1264.55,0.44078
1264.65,0.44069
1264.75,0.44061
1264.85,0.44052
1264.95,0.44044
1265.05,0.44035
1265.15,0.44028
1265.25,0.44019
1265.35,0.44011
1265.45,0.44002
1265.55,0.43994
1265.65,0.43985
1265.75,0.43977
1265.85,0.43968
1265.95,0.4396
1266.05,0.43951
1266.15,0.43942
1266.25,0.43934
1266.35,0.43925
1266.45,0.43918
1266.55,0.43909
1266.65,0.43901
1266.75,0.43892
1266.85,0.43884
1266.95,0.43875
1267.05,0.43867
1267.15,0.43858
1267.25,0.4385
1267.35,0.43841
1267.45,0.43833
1267.55,0.43824
1267.65,0.43816
1267.75,0.43808
1267.85,0.438
1267.95,0.43792
1268.05,0.43783
1268.15,0.43775
1268.25,0.43766
1268.35,0.43758
1268.45,0.4375
1268.55,0.43741
1268.65,0.43733
1268.75,0.43724
1268.85,0.43716
1268.95,0.43708
1269.05,0.437
1269.15,0.43692
1269.25,0.43684
1269.35,0.43675
1269.45,0.43667
1269.55,0.43659
1269.65,0.4365
1269.75,0.43642
1269.85,0.43634
1269.95,0.43626
1270.05,0.43617
1270.15,0.43609
1270.25,0.43601
1270.35,0.43594
1270.45,0.43585
1270.55,0.43577
1270.65,0.43569
1270.75,0.43561
1270.85,0.43552
1270.95,0.43544
1271.05,0.43536
1271.15,0.43528
1271.25,0.4352
1271.35,0.43512
1271.45,0.43504
1271.55,0.43496
1271.65,0.43487
1271.75,0.4348
1271.85,0.43472
1271.95,0.43464
1272.05,0.43456
1272.15,0.43448
1272.25,0.4344
1272.35,0.43432
1272.45,0.43424
1272.55,0.43416
1272.65,0.43408
1272.75,0.434
1272.85,0.43392
1272.95,0.43384
1273.05,0.43377
1273.15,0.43369
1273.25,0.43361
1273.35,0.43353
1273.45,0.43346
1273.55,0.43338
1273.65,0.4333
1273.75,0.43322
1273.85,0.43314
1273.95,0.43306
1274.05,0.43298
1274.15,0.43291
1274.25,0.43283
1274.35,0.43275
1274.45,0.43268
1274.55,0.4326
1274.65,0.43253
1274.75,0.43245
1274.85,0.43237
1274.95,0.43229
1275.05,0.43222
1275.15,0.43214
1275.25,0.43206
1275.35,0.43199
1275.45,0.43191
1275.55,0.43183
1275.65,0.43176
1275.75,0.43168
1275.85,0.4316
1275.95,0.43154
1276.05,0.43146
1276.15,0.43139
1276.25,0.43131
1276.35,0.43124
1276.45,0.43116
1276.55,0.43109
1276.65,0.43101
1276.75,0.43094
1276.85,0.43086
1276.95,0.43079
1277.05,0.43071
1277.15,0.43064
1277.25,0.43056
1277.35,0.4305
1277.45,0.43042
1277.55,0.43035
1277.65,0.43028
1277.75,0.4302
1277.85,0.43013
1277.95,0.43006
1278.05,0.42998
1278.15,0.42991
1278.25,0.42984
1278.35,0.42977
1278.45,0.42969
1278.55,0.42962
1278.65,0.42955
1278.75,0.42948
1278.85,0.42941
1278.95,0.42934
1279.05,0.42927
1279.15,0.4292
1279.25,0.42913
1279.35,0.42906
1279.45,0.42899
1279.55,0.42892
1279.65,0.42884
1279.75,0.42877
1279.85,0.4287
1279.95,0.42863
1280.05,0.42856
1280.15,0.42849
1280.25,0.42842
1280.35,0.42835
1280.45,0.42829
1280.55,0.42823
1280.65,0.42816
1280.75,0.42809
1280.85,0.42802
1280.95,0.42795
1281.05,0.42788
1281.15,0.42781
1281.25,0.42775
1281.35,0.42768
1281.45,0.42761
1281.55,0.42754
1281.65,0.42747
1281.75,0.42741
1281.85,0.42734
1281.95,0.42727
1282.05,0.42722
1282.15,0.42715
1282.25,0.42709
1282.35,0.42702
1282.45,0.42696
1282.55,0.42689
1282.65,0.42683
1282.75,0.42677
1282.85,0.4267
1282.95,0.42664
1283.05,0.42658
1283.15,0.42651
1283.25,0.42645
1283.35,0.42639
1283.45,0.42633
1283.55,0.42626
1283.65,0.4262
1283.75,0.42615
1283.85,0.42609
1283.95,0.42603
1284.05,0.42596
1284.15,0.4259
1284.25,0.42584
1284.35,0.42578
1284.45,0.42572
1284.55,0.42566
1284.65,0.42559
1284.75,0.42553
1284.85,0.42547
1284.95,0.42541
1285.05,0.42535
1285.15,0.42529
1285.25,0.42523
1285.35,0.42517
1285.45,0.42511
1285.55,0.42506
1285.65,0.425
1285.75,0.42494
1285.85,0.42488
1285.95,0.42482
1286.05,0.42476
1286.15,0.4247
1286.25,0.42464
1286.35,0.42458
1286.45,0.42452
1286.55,0.42446
1286.65,0.4244
1286.75,0.42434
1286.85,0.42428
1286.95,0.42422
1287.05,0.42416
1287.15,0.4241
1287.25,0.42404
1287.35,0.42399
1287.45,0.42393
1287.55,0.42387
1287.65,0.42381
1287.75,0.42375
1287.85,0.42368
1287.95,0.42362
1288.05,0.42356
1288.15,0.4235
1288.25,0.42344
1288.35,0.42338
1288.45,0.42332
1288.55,0.42326
1288.65,0.42319
1288.75,0.42313
1288.85,0.42307
1288.95,0.42301
1289.05,0.42295
1289.15,0.4229
1289.25,0.42284
1289.35,0.42278
1289.45,0.42271
1289.55,0.42265
1289.65,0.42259
1289.75,0.42253
1289.85,0.42247
1289.95,0.42241
1290.05,0.42235
1290.15,0.42229
1290.25,0.42222
1290.35,0.42216
1290.45,0.4221
1290.55,0.42204
1290.65,0.42198
1290.75,0.42192
1290.85,0.42185
1290.95,0.4218
1291.05,0.42174
1291.15,0.42168
1291.25,0.42162
1291.35,0.42156
1291.45,0.4215
1291.55,0.42143
1291.65,0.42137
1291.75,0.42131
1291.85,0.42125
1291.95,0.42119
1292.05,0.42113
1292.15,0.42106
1292.25,0.421
1292.35,0.42094
1292.45,0.42088
1292.55,0.42082
1292.65,0.42075
1292.75,0.4207
1292.85,0.42064
1292.95,0.42058
1293.05,0.42052
1293.15,0.42045
1293.25,0.42039
1293.35,0.42033
1293.45,0.42027
1293.55,0.4202
1293.65,0.42014
1293.75,0.42008
1293.85,0.42001
1293.95,0.41995
1294.05,0.41989
1294.15,0.41983
1294.25,0.41976
1294.35,0.4197
1294.45,0.41965
1294.55,0.41958
1294.65,0.41952
1294.75,0.41946
1294.85,0.41939
1294.95,0.41933
1295.05,0.41927
1295.15,0.41921
1295.25,0.41914
1295.35,0.41908
1295.45,0.41902
1295.55,0.41895
1295.65,0.41889
1295.75,0.41883
1295.85,0.41876
1295.95,0.4187
1296.05,0.41864
1296.15,0.41857
1296.25,0.41852
1296.35,0.41846
1296.45,0.41839
1296.55,0.41833
1296.65,0.41827
1296.75,0.4182
1296.85,0.41814
1296.95,0.41808
1297.05,0.41801
1297.15,0.41795
1297.25,0.41789
1297.35,0.41782
1297.45,0.41776
1297.55,0.4177
1297.65,0.41763
1297.75,0.41757
1297.85,0.41751
1297.95,0.41745
1298.05,0.41739
1298.15,0.41733
1298.25,0.41726
1298.35,0.4172
1298.45,0.41714
1298.55,0.41707
1298.65,0.41701
1298.75,0.41695
1298.85,0.41689
1298.95,0.41682
1299.05,0.41676
1299.15,0.4167
1299.25,0.41664
1299.35,0.41657
1299.45,0.41651
1299.55,0.41645
1299.65,0.41639
1299.75,0.41633
1299.85,0.41627
1299.95,0.41621
1300.05,0.41614
1300.15,0.41608
1300.25,0.41602
1300.35,0.41596
1300.45,0.41589
1300.55,0.41583
1300.65,0.41577
1300.75,0.41571
1300.85,0.41564
1300.95,0.41558
1301.05,0.41552
1301.15,0.41546
1301.25,0.41539
1301.35,0.41533
1301.45,0.41528
1301.55,0.41521
1301.65,0.41515
1301.75,0.41509
1301.85,0.41503
1301.95,0.41496
1302.05,0.4149
1302.15,0.41484
1302.25,0.41478
1302.35,0.41471
1302.45,0.41465
1302.55,0.41459
1302.65,0.41453
1302.75,0.41446
1302.85,0.4144
1302.95,0.41434
1303.05,0.41427
1303.15,0.41422
1303.25,0.41416
1303.35,0.4141
1303.45,0.41403
1303.55,0.41397
1303.65,0.41391
1303.75,0.41385
1303.85,0.41378
1303.95,0.41372
1304.05,0.41366
1304.15,0.41359
1304.25,0.41353
1304.35,0.41347
1304.45,0.41341
1304.55,0.41334
1304.65,0.41328
1304.75,0.41322
1304.85,0.41315
1304.95,0.4131
1305.05,0.41304
1305.15,0.41297
1305.25,0.41291
1305.35,0.41285
1305.45,0.41278
1305.55,0.41272
1305.65,0.41266
1305.75,0.41259
1305.85,0.41253
1305.95,0.41247
1306.05,0.4124
1306.15,0.41234
1306.25,0.41228
1306.35,0.41221
1306.45,0.41215
1306.55,0.41209
1306.65,0.41203
1306.75,0.41197
1306.85,0.41191
1306.95,0.41184
1307.05,0.41178
1307.15,0.41172
1307.25,0.41165
1307.35,0.41159
1307.45,0.41153
1307.55,0.41146
1307.65,0.4114
1307.75,0.41134
1307.85,0.41127
1307.95,0.41121
1308.05,0.41115
1308.15,0.41108
1308.25,0.41102
1308.35,0.41096
1308.45,0.4109
1308.55,0.41084
1308.65,0.41077
1308.75,0.41071
1308.85,0.41065
1308.95,0.41058
1309.05,0.41052
1309.15,0.41045
1309.25,0.41039
1309.35,0.41033
1309.45,0.41026
1309.55,0.4102
1309.65,0.41013
1309.75,0.41007
1309.85,0.41001
1309.95,0.40994
1310.05,0.40988
1310.15,0.40982
1310.25,0.40976
1310.35,0.40969
1310.45,0.40963
1310.55,0.40956
1310.65,0.4095
1310.75,0.40943
1310.85,0.40937
1310.95,0.4093
1311.05,0.40924
1311.15,0.40917
1311.25,0.40911
1311.35,0.40904
1311.45,0.40898
1311.55,0.40891
1311.65,0.40885
1311.75,0.4088
1311.85,0.40873
1311.95,0.40867
1312.05,0.4086
1312.15,0.40854
1312.25,0.40847
1312.35,0.40841
1312.45,0.40834
1312.55,0.40828
1312.65,0.40821
1312.75,0.40815
1312.85,0.40808
1312.95,0.40802
1313.05,0.40795
1313.15,0.40789
1313.25,0.40782
1313.35,0.40776
1313.45,0.4077
1313.55,0.40764
1313.65,0.40757
1313.75,0.40751
1313.85,0.40744
1313.95,0.40738
1314.05,0.40732
1314.15,0.40725
1314.25,0.40719
1314.35,0.40712
1314.45,0.40706
1314.55,0.40699
1314.65,0.40693
1314.75,0.40686
1314.85,0.4068
1314.95,0.40673
1315.05,0.40667
1315.15,0.40662
1315.25,0.40655
1315.35,0.40649
1315.45,0.40643
1315.55,0.40636
1315.65,0.4063
1315.75,0.40624
1315.85,0.40617
1315.95,0.40611
1316.05,0.40605
1316.15,0.40598
1316.25,0.40592
1316.35,0.40586
1316.45,0.40579
1316.55,0.40573
1316.65,0.40567
1316.75,0.4056
1316.85,0.40554
1316.95,0.40549
1317.05,0.40542
1317.15,0.40536
1317.25,0.4053
1317.35,0.40523
1317.45,0.40517
1317.55,0.40511
1317.65,0.40504
1317.75,0.40498
1317.85,0.40492
1317.95,0.40486
1318.05,0.40479
1318.15,0.40473
1318.25,0.40467
1318.35,0.4046
1318.45,0.40454
1318.55,0.40448
1318.65,0.40442
1318.75,0.40436
1318.85,0.4043
1318.95,0.40424
1319.05,0.40417
1319.15,0.40411
1319.25,0.40405
1319.35,0.40398
1319.45,0.40392
1319.55,0.40386
1319.65,0.4038
1319.75,0.40373
1319.85,0.40367
1319.95,0.40361
1320.05,0.40354
1320.15,0.40348
1320.25,0.40342
1320.35,0.40337
1320.45,0.4033
1320.55,0.40324
1320.65,0.40318
1320.75,0.40311
1320.85,0.40305
1320.95,0.40299
1321.05,0.40292
1321.15,0.40286
1321.25,0.40279
1321.35,0.40273
1321.45,0.40267
1321.55,0.4026
1321.65,0.40254
1321.75,0.40248
1321.85,0.40241
1321.95,0.40235
1322.05,0.40228
1322.15,0.40223
1322.25,0.40217
1322.35,0.4021
1322.45,0.40204
1322.55,0.40198
1322.65,0.40191
1322.75,0.40185
1322.85,0.40179
1322.95,0.40172
1323.05,0.40166
1323.15,0.40159
1323.25,0.40153
1323.35,0.40147
1323.45,0.4014
1323.55,0.40134
1323.65,0.40128
1323.75,0.40121
1323.85,0.40116
1323.95,0.40109
1324.05,0.40103
1324.15,0.40097
1324.25,0.4009
1324.35,0.40084
1324.45,0.40078
1324.55,0.40071
1324.65,0.40065
1324.75,0.40059
1324.85,0.40052
1324.95,0.40046
1325.05,0.4004
1325.15,0.40033
1325.25,0.40027
1325.35,0.40021
1325.45,0.40014
1325.55,0.40009
1325.65,0.40002
1325.75,0.39996
1325.85,0.3999
1325.95,0.39983
1326.05,0.39977
1326.15,0.39971
1326.25,0.39964
1326.35,0.39958
1326.45,0.39952
1326.55,0.39946
1326.65,0.39939
1326.75,0.39933
1326.85,0.39927
1326.95,0.39921
1327.05,0.39914
1327.15,0.39908
1327.25,0.39902
1327.35,0.39897
1327.45,0.3989
1327.55,0.39884
1327.65,0.39878
1327.75,0.39871
1327.85,0.39865
1327.95,0.39859
1328.05,0.39853
1328.15,0.39846
1328.25,0.3984
1328.35,0.39834
1328.45,0.39828
1328.55,0.39821
1328.65,0.39815
1328.75,0.39809
1328.85,0.39803
1328.95,0.39796
1329.05,0.39791
1329.15,0.39785
1329.25,0.39779
1329.35,0.39772
1329.45,0.39766
1329.55,0.3976
1329.65,0.39754
1329.75,0.39747
1329.85,0.39741
1329.95,0.39735
1330.05,0.39729
1330.15,0.39722
1330.25,0.39716
1330.35,0.3971
1330.45,0.39704
1330.55,0.39697
1330.65,0.39691
1330.75,0.39685
1330.85,0.3968
1330.95,0.39673
1331.05,0.39667
1331.15,0.39661
1331.25,0.39655
1331.35,0.39648
1331.45,0.39642
1331.55,0.39636
1331.65,0.3963
1331.75,0.39623
1331.85,0.39617
1331.95,0.39611
1332.05,0.39605
1332.15,0.39598
1332.25,0.39592
1332.35,0.39586
1332.45,0.3958
1332.55,0.39574
1332.65,0.39568
1332.75,0.39562
1332.85,0.39556
1332.95,0.39549
1333.05,0.39543
1333.15,0.39537
1333.25,0.39531
1333.35,0.39524
1333.45,0.39518
1333.55,0.39512
1333.65,0.39506
1333.75,0.39499
1333.85,0.39493
1333.95,0.39487
1334.05,0.3948
1334.15,0.39474
1334.25,0.39468
1334.35,0.39463
1334.45,0.39456
1334.55,0.3945
1334.65,0.39444
1334.75,0.39437
1334.85,0.39431
1334.95,0.39425
1335.05,0.39419
1335.15,0.39412
1335.25,0.39406
1335.35,0.394
1335.45,0.39393
1335.55,0.39387
1335.65,0.39381
1335.75,0.39374
1335.85,0.39368
1335.95,0.39362
1336.05,0.39356
1336.15,0.3935
1336.25,0.39344
1336.35,0.39337
1336.45,0.39331
1336.55,0.39325
1336.65,0.39318
1336.75,0.39312
1336.85,0.39305
1336.95,0.39299
1337.05,0.39293
1337.15,0.39286
1337.25,0.3928
1337.35,0.39273
1337.45,0.39267
1337.55,0.3926
1337.65,0.39254
1337.75,0.39248
1337.85,0.39242
1337.95,0.39235
1338.05,0.39229
1338.15,0.39222
1338.25,0.39216
1338.35,0.39209
1338.45,0.39203
1338.55,0.39196
1338.65,0.39189
1338.75,0.39183
1338.85,0.39176
1338.95,0.3917
1339.05,0.39163
1339.15,0.39157
1339.25,0.3915
1339.35,0.39143
1339.45,0.39138
1339.55,0.39131
1339.65,0.39125
1339.75,0.39118
1339.85,0.39112
1339.95,0.39105
1340.05,0.39098
1340.15,0.39092
1340.25,0.39085
1340.35,0.39079
1340.45,0.39072
1340.55,0.39065
1340.65,0.39059
1340.75,0.39052
1340.85,0.39045
1340.95,0.39039
1341.05,0.39033
1341.15,0.39027
1341.25,0.3902
1341.35,0.39013
1341.45,0.39007
1341.55,0.39
1341.65,0.38993
1341.75,0.38987
1341.85,0.3898
1341.95,0.38973
1342.05,0.38967
1342.15,0.3896
1342.25,0.38953
1342.35,0.38947
1342.45,0.3894
1342.55,0.38933
1342.65,0.38927
1342.75,0.38921
1342.85,0.38914
1342.95,0.38908
1343.05,0.38901
1343.15,0.38895
1343.25,0.38888
1343.35,0.38881
1343.45,0.38875
1343.55,0.38868
1343.65,0.38861
1343.75,0.38855
1343.85,0.38848
1343.95,0.38841
1344.05,0.38835
1344.15,0.38828
1344.25,0.38821
1344.35,0.38816
1344.45,0.38809
1344.55,0.38802
1344.65,0.38796
1344.75,0.38789
1344.85,0.38782
1344.95,0.38775
1345.05,0.38769
1345.15,0.38762
1345.25,0.38755
1345.35,0.38749
1345.45,0.38742
1345.55,0.38735
1345.65,0.38729
1345.75,0.38722
1345.85,0.38715
1345.95,0.38709
1346.05,0.38703
1346.15,0.38696
1346.25,0.3869
1346.35,0.38683
1346.45,0.38676
1346.55,0.3867
1346.65,0.38663
1346.75,0.38656
1346.85,0.3865
1346.95,0.38643
1347.05,0.38636
1347.15,0.3863
1347.25,0.38623
1347.35,0.38616
1347.45,0.3861
1347.55,0.38603
1347.65,0.38597
1347.75,0.38591
1347.85,0.38584
1347.95,0.38577
1348.05,0.38571
1348.15,0.38564
1348.25,0.38558
1348.35,0.38551
1348.45,0.38544
1348.55,0.38538
1348.65,0.38531
1348.75,0.38524
1348.85,0.38518
1348.95,0.38511
1349.05,0.38505
1349.15,0.38498
1349.25,0.38491
1349.35,0.38486
1349.45,0.38479
1349.55,0.38473
1349.65,0.38466
1349.75,0.38459
1349.85,0.38453
1349.95,0.38446
1350.05,0.3844
1350.15,0.38433
1350.25,0.38426
1350.35,0.3842
1350.45,0.38413
1350.55,0.38407
1350.65,0.384
1350.75,0.38393
1350.85,0.38387
1350.95,0.38381
1351.05,0.38375
1351.15,0.38368
1351.25,0.38361
1351.35,0.38355
1351.45,0.38348
1351.55,0.38342
1351.65,0.38335
1351.75,0.38329
1351.85,0.38322
1351.95,0.38315
1352.05,0.38309
1352.15,0.38302
1352.25,0.38296
1352.35,0.38289
1352.45,0.38283
1352.55,0.38276
1352.65,0.3827
1352.75,0.38264
1352.85,0.38257
1352.95,0.38251
1353.05,0.38244
1353.15,0.38237
1353.25,0.38231
1353.35,0.38224
1353.45,0.38218
1353.55,0.38211
1353.65,0.38205
1353.75,0.38198
1353.85,0.38191
1353.95,0.38185
1354.05,0.38178
1354.15,0.38172
1354.25,0.38165
1354.35,0.38159
1354.45,0.38153
1354.55,0.38146
1354.65,0.3814
1354.75,0.38133
1354.85,0.38127
1354.95,0.3812
1355.05,0.38113
1355.15,0.38107
1355.25,0.381
1355.35,0.38094
1355.45,0.38087
1355.55,0.38081
1355.65,0.38074
1355.75,0.38067
1355.85,0.38061
1355.95,0.38055
1356.05,0.38049
1356.15,0.38042
1356.25,0.38036
1356.35,0.38029
1356.45,0.38022
1356.55,0.38016
1356.65,0.38009
1356.75,0.38003
1356.85,0.37996
1356.95,0.3799
1357.05,0.37983
1357.15,0.37977
1357.25,0.3797
1357.35,0.37963
1357.45,0.37957
1357.55,0.3795
1357.65,0.37945
1357.75,0.37938
1357.85,0.37932
1357.95,0.37925
1358.05,0.37919
1358.15,0.37912
1358.25,0.37906
1358.35,0.37899
1358.45,0.37893
1358.55,0.37886
1358.65,0.3788
1358.75,0.37873
1358.85,0.37867
1358.95,0.3786
1359.05,0.37854
1359.15,0.37847
1359.25,0.37841
1359.35,0.37835
1359.45,0.37829
1359.55,0.37822
1359.65,0.37816
1359.75,0.37809
1359.85,0.37803
1359.95,0.37797
1360.05,0.3779
1360.15,0.37784
1360.25,0.37777
1360.35,0.37771
1360.45,0.37764
1360.55,0.37758
1360.65,0.37751
1360.75,0.37745
1360.85,0.37739
1360.95,0.37732
1361.05,0.37727
1361.15,0.3772
1361.25,0.37714
1361.35,0.37708
1361.45,0.37701
1361.55,0.37695
1361.65,0.37688
1361.75,0.37682
1361.85,0.37676
1361.95,0.37669
1362.05,0.37663
1362.15,0.37656
1362.25,0.3765
1362.35,0.37644
1362.45,0.37637
1362.55,0.37631
1362.65,0.37625
1362.75,0.37619
1362.85,0.37613
1362.95,0.37607
1363.05,0.376
1363.15,0.37594
1363.25,0.37588
1363.35,0.37581
1363.45,0.37575
1363.55,0.37569
1363.65,0.37562
1363.75,0.37556
1363.85,0.3755
1363.95,0.37543
1364.05,0.37537
1364.15,0.37531
1364.25,0.37525
1364.35,0.37518
