Wavelength(nm),Irradiance_Mar_25-29
117.15,3.2238e-05
117.25,3.062e-05
117.35,2.411e-05
117.45,8.3286e-05
117.55,0.00029874
117.65,0.00017838
117.75,3.4828e-05
117.85,3.028e-05
117.95,2.5769e-05
118.05,2.4411e-05
118.15,2.6116e-05
118.25,2.7463e-05
118.35,2.9998e-05
118.45,3.0417e-05
118.55,3.2974e-05
118.65,3.3213e-05
118.75,3.418e-05
118.85,3.5951e-05
118.95,4.3209e-05
119.05,5.5293e-05
119.15,3.9087e-05
119.25,3.9936e-05
119.35,5.5839e-05
119.45,6.7238e-05
119.55,4.4765e-05
119.65,4.4009e-05
119.75,5.0575e-05
119.85,4.9216e-05
119.95,6.9566e-05
120.05,7.2916e-05
120.15,5.6541e-05
120.25,4.9017e-05
120.35,5.2591e-05
120.45,6.0636e-05
120.55,0.00014284
120.65,0.00070201
120.75,0.00017972
120.85,7.9361e-05
120.95,9.1448e-05
121.05,0.0001111
121.15,0.00015429
121.25,0.00023441
121.35,0.00047831
121.45,0.0056417
121.55,0.038765
121.65,0.015392
121.75,0.0010625
121.85,0.00042495
121.95,0.00019698
122.05,0.00012525
122.15,9.2963e-05
122.25,7.5763e-05
122.35,6.3523e-05
122.45,5.8317e-05
122.55,5.0504e-05
122.65,4.4446e-05
122.75,4.3358e-05
122.85,4.0737e-05
122.95,3.7517e-05
123.05,3.3992e-05
123.15,3.2012e-05
123.25,3.1527e-05
123.35,3.0973e-05
123.45,2.9179e-05
123.55,2.8249e-05
123.65,2.7411e-05
123.75,2.8089e-05
123.85,9.6471e-05
123.95,6.4175e-05
124.05,2.6261e-05
124.15,2.773e-05
124.25,6.1523e-05
124.35,4.6234e-05
124.45,2.2595e-05
124.55,2.2346e-05
124.65,2.1953e-05
124.75,2.4661e-05
124.85,1.9419e-05
124.95,1.8396e-05
125.05,2.504e-05
125.15,1.882e-05
125.25,1.5899e-05
125.35,3.165e-05
125.45,2.3642e-05
125.55,2.0498e-05
125.65,3.0571e-05
125.75,1.9435e-05
125.85,3.1852e-05
125.95,4.7154e-05
126.05,6.0314e-05
126.15,2.8112e-05
126.25,1.3407e-05
126.35,1.23e-05
126.45,0.00010711
126.55,6.3618e-05
126.65,2.8707e-05
126.75,1.9188e-05
126.85,1.1682e-05
126.95,1.1381e-05
127.05,1.608e-05
127.15,1.3645e-05
127.25,1.1916e-05
127.35,1.0964e-05
127.45,2.3526e-05
127.55,2.4678e-05
127.65,2.3891e-05
127.75,2.7779e-05
127.85,1.715e-05
127.95,2.2889e-05
128.05,2.3413e-05
128.15,1.1514e-05
128.25,1.0277e-05
128.35,1.0431e-05
128.45,9.6978e-06
128.55,1.0399e-05
128.65,1.0826e-05
128.75,1.5666e-05
128.85,2.9869e-05
128.95,1.9553e-05
129.05,1.5774e-05
129.15,1.351e-05
129.25,1.0837e-05
129.35,1.1598e-05
129.45,1.5895e-05
129.55,2.2038e-05
129.65,2.1227e-05
129.75,1.2831e-05
129.85,2.4556e-05
129.95,2.5019e-05
130.05,3.1789e-05
130.15,0.00014957
130.25,0.00026296
130.35,3.6804e-05
130.45,0.00029222
130.55,0.00034735
130.65,0.00023691
130.75,1.6662e-05
130.85,3.1312e-05
130.95,6.8677e-05
131.05,2.7677e-05
131.15,2.931e-05
131.25,2.2176e-05
131.35,2.2035e-05
131.45,1.3471e-05
131.55,1.7233e-05
131.65,3.2233e-05
131.75,2.2313e-05
131.85,2.9389e-05
131.95,2.7714e-05
132.05,1.3533e-05
132.15,1.3412e-05
132.25,1.4236e-05
132.35,2.339e-05
132.45,1.7305e-05
132.55,1.4333e-05
132.65,1.9366e-05
132.75,1.6113e-05
132.85,2.7156e-05
132.95,3.5261e-05
133.05,1.7778e-05
133.15,1.5976e-05
133.25,1.6339e-05
133.35,6.2627e-05
133.45,0.00056939
133.55,0.00077366
133.65,0.00023576
133.75,1.9745e-05
133.85,1.8932e-05
133.95,1.7522e-05
134.05,1.7309e-05
134.15,1.8968e-05
134.25,1.9256e-05
134.35,1.7119e-05
134.45,1.757e-05
134.55,1.7865e-05
134.65,1.8663e-05
134.75,1.8315e-05
134.85,1.7989e-05
134.95,1.9461e-05
135.05,1.9434e-05
135.15,5.9261e-05
135.25,2.8311e-05
135.35,2.0665e-05
135.45,2.5681e-05
135.55,9.4927e-05
135.65,4.2017e-05
135.75,3.3174e-05
135.85,5.0107e-05
135.95,3.8417e-05
136.05,2.4858e-05
136.15,2.9868e-05
136.25,2.2414e-05
136.35,2.7459e-05
136.45,3.2533e-05
136.55,2.146e-05
136.65,2.2205e-05
136.75,2.3973e-05
136.85,2.649e-05
136.95,2.7379e-05
137.05,3.1902e-05
137.15,3.3555e-05
137.25,2.888e-05
137.35,2.6887e-05
137.45,2.6777e-05
137.55,2.5267e-05
137.65,2.7014e-05
137.75,2.5068e-05
137.85,2.497e-05
137.95,3.028e-05
138.05,2.8262e-05
138.15,3.2522e-05
138.25,2.5886e-05
138.35,2.6302e-05
138.45,2.5885e-05
138.55,2.6311e-05
138.65,2.7023e-05
138.75,2.9341e-05
138.85,2.9045e-05
138.95,2.8275e-05
139.05,2.698e-05
139.15,2.7756e-05
139.25,3.8582e-05
139.35,0.00030881
139.45,0.00014342
139.55,3.059e-05
139.65,3.1312e-05
139.75,3.2109e-05
139.85,3.2724e-05
139.95,3.8722e-05
140.05,4.8856e-05
140.15,6.819e-05
140.25,0.00017278
140.35,9.4711e-05
140.45,4.6126e-05
140.55,4.5191e-05
140.65,3.7528e-05
140.75,3.8651e-05
140.85,3.4374e-05
140.95,3.5857e-05
141.05,3.731e-05
141.15,4.2716e-05
141.25,4.2856e-05
141.35,3.8467e-05
141.45,3.5508e-05
141.55,3.7544e-05
141.65,3.8414e-05
141.75,3.8184e-05
141.85,3.7733e-05
141.95,3.6244e-05
142.05,3.6229e-05
142.15,3.5026e-05
142.25,3.6006e-05
142.35,3.8447e-05
142.45,6.0401e-05
142.55,6.0799e-05
142.65,3.7264e-05
142.75,3.8357e-05
142.85,3.6374e-05
142.95,3.8147e-05
143.05,3.989e-05
143.15,4.9702e-05
143.25,5.9108e-05
143.35,5.6096e-05
143.45,4.5287e-05
143.55,4.5315e-05
143.65,4.9992e-05
143.75,4.6664e-05
143.85,4.2893e-05
143.95,4.2664e-05
144.05,4.4544e-05
144.15,4.4502e-05
144.25,4.7672e-05
144.35,4.549e-05
144.45,4.8609e-05
144.55,5.0083e-05
144.65,4.8536e-05
144.75,4.6077e-05
144.85,4.5372e-05
144.95,4.4145e-05
145.05,4.5252e-05
145.15,4.4525e-05
145.25,4.7439e-05
145.35,4.6897e-05
145.45,5.3228e-05
145.55,5.3049e-05
145.65,4.8938e-05
145.75,5.0008e-05
145.85,5.2889e-05
145.95,5.4187e-05
146.05,5.0925e-05
146.15,5.1359e-05
146.25,5.4402e-05
146.35,6.7108e-05
146.45,5.3718e-05
146.55,5.399e-05
146.65,5.8017e-05
146.75,8.4493e-05
146.85,7.4024e-05
146.95,6.1696e-05
147.05,6.4943e-05
147.15,6.0331e-05
147.25,0.00011194
147.35,0.00013047
147.45,0.00010688
147.55,6.1154e-05
147.65,5.8821e-05
147.75,5.9055e-05
147.85,5.4862e-05
147.95,5.4952e-05
148.05,6.0525e-05
148.15,0.00011327
148.25,8.9988e-05
148.35,8.3406e-05
148.45,6.0768e-05
148.55,7.7101e-05
148.65,8.8765e-05
148.75,7.3357e-05
148.85,6.3749e-05
148.95,6.6488e-05
149.05,6.445e-05
149.15,6.47e-05
149.25,7.7379e-05
149.35,7.2334e-05
149.45,7.1394e-05
149.55,6.8712e-05
149.65,6.8167e-05
149.75,6.9658e-05
149.85,7.0746e-05
149.95,7.3746e-05
150.05,8.2506e-05
150.15,7.8161e-05
150.25,7.9663e-05
150.35,7.691e-05
150.45,7.6797e-05
150.55,7.7425e-05
150.65,7.7078e-05
150.75,7.8115e-05
150.85,7.9276e-05
150.95,8.0667e-05
151.05,9.9147e-05
151.15,9.1692e-05
151.25,8.3739e-05
151.35,8.2058e-05
151.45,8.02e-05
151.55,8.3154e-05
151.65,8.3223e-05
151.75,8.4086e-05
151.85,8.2649e-05
151.95,8.3393e-05
152.05,8.533e-05
152.15,8.6963e-05
152.25,9.0352e-05
152.35,9.4131e-05
152.45,9.17e-05
152.55,9.4646e-05
152.65,0.00019869
152.75,0.00012371
152.85,9.3648e-05
152.95,9.8688e-05
153.05,9.5029e-05
153.15,9.8204e-05
153.25,0.00012403
153.35,0.00021398
153.45,0.00012141
153.55,9.4065e-05
153.65,0.00010912
153.75,0.00012871
153.85,9.6932e-05
153.95,9.3863e-05
154.05,0.00012477
154.15,0.00013166
154.25,0.00010803
154.35,9.4619e-05
154.45,0.00010541
154.55,0.0001217
154.65,9.6165e-05
154.75,0.00033575
154.85,0.00071803
154.95,0.00012687
155.05,0.00040316
155.15,0.00026807
155.25,0.00012356
155.35,9.9424e-05
155.45,0.00010159
155.55,0.00011254
155.65,0.00011788
155.75,0.00010823
155.85,0.00019448
155.95,0.00021369
156.05,0.000341
156.15,0.00030795
156.25,0.00012015
156.35,0.00015647
156.45,0.00013531
156.55,0.00011425
156.65,0.00013962
156.75,0.0001489
156.85,0.0001401
156.95,0.00017218
157.05,0.00018251
157.15,0.00015126
157.25,0.00013079
157.35,0.00018563
157.45,0.00023513
157.55,0.0001691
157.65,0.00014167
157.75,0.00014039
157.85,0.00013131
157.95,0.00011951
158.05,0.00018291
158.15,0.00014465
158.25,0.00012443
158.35,0.00014027
158.45,0.00017556
158.55,0.00016496
158.65,0.00014931
158.75,0.00015475
158.85,0.00020223
158.95,0.00014965
159.05,0.00016183
159.15,0.00015303
159.25,0.00016676
159.35,0.000153
159.45,0.00019372
159.55,0.00017662
159.65,0.00014574
159.75,0.00014174
159.85,0.00014709
159.95,0.00014171
160.05,0.00016766
160.15,0.00017104
160.25,0.00021224
160.35,0.00017132
160.45,0.00015683
160.55,0.0001658
160.65,0.0001658
160.75,0.00016717
160.85,0.0002188
160.95,0.00016609
161.05,0.00020994
161.15,0.00021705
161.25,0.0002302
161.35,0.00025081
161.45,0.00021009
161.55,0.00017049
161.65,0.00018845
161.75,0.00018255
161.85,0.00022
161.95,0.00018898
162.05,0.0001964
162.15,0.00023921
162.25,0.00023295
162.35,0.00024236
162.45,0.00020437
162.55,0.00030012
162.65,0.00023299
162.75,0.000237
162.85,0.00022542
162.95,0.00026614
163.05,0.00021716
163.15,0.00021488
163.25,0.00027965
163.35,0.00027591
163.45,0.00027053
163.55,0.00021736
163.65,0.00023397
163.75,0.0003005
163.85,0.0002325
163.95,0.00029477
164.05,0.00046402
164.15,0.00026489
164.25,0.00025757
164.35,0.00033815
164.45,0.00027567
164.55,0.00026615
164.65,0.00025187
164.75,0.00026478
164.85,0.00025747
164.95,0.00028848
165.05,0.0002505
165.15,0.00025248
165.25,0.00024986
165.35,0.00027229
165.45,0.00035387
165.55,0.00035412
165.65,0.00080975
165.75,0.0010051
165.85,0.00067988
165.95,0.00043879
166.05,0.00030839
166.15,0.00031411
166.25,0.00032622
166.35,0.00035329
166.45,0.00029486
166.55,0.00031853
166.65,0.00036258
166.75,0.00030498
166.85,0.00029532
166.95,0.00032233
167.05,0.00054152
167.15,0.00038316
167.25,0.00028204
167.35,0.00036123
167.45,0.00040842
167.55,0.00032056
167.65,0.00037056
167.75,0.00035381
167.85,0.00033974
167.95,0.00037749
168.05,0.00037101
168.15,0.00038912
168.25,0.00035056
168.35,0.00037438
168.45,0.00037016
168.55,0.00042517
168.65,0.00055698
168.75,0.00041241
168.85,0.00047704
168.95,0.00043973
169.05,0.00050635
169.15,0.00053047
169.25,0.00048997
169.35,0.00052099
169.45,0.00057629
169.55,0.00052225
169.65,0.00061444
169.75,0.00059242
169.85,0.00056767
169.95,0.00060604
170.05,0.00056186
170.15,0.00073252
170.25,0.0006963
170.35,0.00060072
170.45,0.00061249
170.55,0.00058087
170.65,0.00059711
170.75,0.00058452
170.85,0.00070744
170.95,0.0006981
171.05,0.00065325
171.15,0.0006256
171.25,0.00057642
171.35,0.0006307
171.45,0.00054099
171.55,0.00060039
171.65,0.00071139
171.75,0.0007393
171.85,0.00068493
171.95,0.00065749
172.05,0.00079014
172.15,0.00068567
172.25,0.00064819
172.35,0.00061371
172.45,0.00074434
172.55,0.00074626
172.65,0.0007504
172.75,0.0007298
172.85,0.00072558
172.95,0.00059891
173.05,0.00060577
173.15,0.0006792
173.25,0.00066053
173.35,0.00071661
173.45,0.00070245
173.55,0.0007327
173.65,0.00073052
173.75,0.00073305
173.85,0.0007739
173.95,0.00077626
174.05,0.00079271
174.15,0.00088366
174.25,0.00087165
174.35,0.00089582
174.45,0.00094118
174.55,0.00090032
174.65,0.00090359
174.75,0.00077454
174.85,0.0008573
174.95,0.00087587
175.05,0.00094552
175.15,0.0010246
175.25,0.00099434
175.35,0.0009984
175.45,0.0010868
175.55,0.0011267
175.65,0.0010669
175.75,0.0011204
175.85,0.0011238
175.95,0.0011431
176.05,0.0011393
176.15,0.0012108
176.25,0.0011434
176.35,0.0010187
176.45,0.0011393
176.55,0.00094951
176.65,0.0010657
176.75,0.0014202
176.85,0.0012353
176.95,0.0011638
177.05,0.0013429
177.15,0.0014918
177.25,0.0015709
177.35,0.0016311
177.45,0.0013744
177.55,0.001075
177.65,0.0012252
177.75,0.001273
177.85,0.0013752
177.95,0.0015364
178.05,0.0016279
178.15,0.0014706
178.25,0.0013816
178.35,0.0015242
178.45,0.0015124
178.55,0.001533
178.65,0.0015607
178.75,0.0015276
178.85,0.0015453
178.95,0.0017577
179.05,0.0016772
179.15,0.0017444
179.25,0.0014767
179.35,0.0013344
179.45,0.0013627
179.55,0.0014856
179.65,0.001508
179.75,0.001527
179.85,0.0015653
179.95,0.0016332
180.05,0.0016872
180.15,0.0017302
180.25,0.0017268
180.35,0.0016828
180.45,0.0017933
180.55,0.0019051
180.65,0.0018406
180.75,0.0023886
180.85,0.0026143
180.95,0.0018402
181.05,0.0020005
181.15,0.0018208
181.25,0.0019152
181.35,0.0017701
181.45,0.0017605
181.55,0.0019195
181.65,0.0035527
181.75,0.0039968
181.85,0.0020892
181.95,0.0021744
182.05,0.0018984
182.15,0.0022343
182.25,0.0022274
182.35,0.0025044
182.45,0.0025205
182.55,0.0022946
182.65,0.0021167
182.75,0.0021618
182.85,0.0021245
182.95,0.0022782
183.05,0.0021656
183.15,0.0023225
183.25,0.0023253
183.35,0.0023341
183.45,0.0025228
183.55,0.0024393
183.65,0.0022483
183.75,0.0025179
183.85,0.0024793
183.95,0.0024992
184.05,0.0021546
184.15,0.0019068
184.25,0.0021899
184.35,0.0022377
184.45,0.0023235
184.55,0.0019544
184.65,0.0021495
184.75,0.001669
184.85,0.0019394
184.95,0.0024305
185.05,0.0018883
185.15,0.0019904
185.25,0.001981
185.35,0.0023378
185.45,0.002838
185.55,0.0026926
185.65,0.0028174
185.75,0.0023653
185.85,0.0025228
185.95,0.0023061
186.05,0.0024843
186.15,0.0024613
186.25,0.0026766
186.35,0.0026662
186.45,0.0024488
186.55,0.002438
186.65,0.0027227
186.75,0.0030678
186.85,0.0030784
186.95,0.003162
187.05,0.0030943
187.15,0.0032723
187.25,0.0029845
187.35,0.0030784
187.45,0.0031099
187.55,0.0030389
187.65,0.0030432
187.75,0.0030011
187.85,0.0029508
187.95,0.0029039
188.05,0.0029144
188.15,0.0028351
188.25,0.0031886
188.35,0.0033693
188.45,0.003381
188.55,0.003316
188.65,0.0033202
188.75,0.003314
188.85,0.0032609
188.95,0.0035845
189.05,0.0035826
189.15,0.0037253
189.25,0.0040025
189.35,0.0033183
189.45,0.0038994
189.55,0.0035861
189.65,0.0036295
189.75,0.0034668
189.85,0.0030661
189.95,0.0033235
190.05,0.0036148
190.15,0.0031833
190.25,0.003715
190.35,0.0037704
190.45,0.0038768
190.55,0.0037102
190.65,0.0036277
190.75,0.0038976
190.85,0.0041025
190.95,0.0041969
191.05,0.0035899
191.15,0.0037868
191.25,0.0039568
191.35,0.0038266
191.45,0.0041009
191.55,0.0044656
191.65,0.0041882
191.75,0.0040693
191.85,0.0039234
191.95,0.0042043
192.05,0.0044544
192.15,0.004632
192.25,0.0044143
192.35,0.0043328
192.45,0.0041502
192.55,0.0042734
192.65,0.0041788
192.75,0.0042032
192.85,0.0044498
192.95,0.0040461
193.05,0.0032765
193.15,0.0029293
193.25,0.0029965
193.35,0.0033584
193.45,0.0032781
193.55,0.0030513
193.65,0.0027123
193.75,0.0032092
193.85,0.0041426
193.95,0.0046753
194.05,0.0047195
194.15,0.0051411
194.25,0.0056952
194.35,0.0057732
194.45,0.0051856
194.55,0.0053448
194.65,0.004855
194.75,0.0057629
194.85,0.0058653
194.95,0.0057372
195.05,0.0051294
195.15,0.0049522
195.25,0.0044728
195.35,0.0053467
195.45,0.0056919
195.55,0.0050071
195.65,0.0055605
195.75,0.0052897
195.85,0.005126
195.95,0.0059439
196.05,0.0053841
196.15,0.0049742
196.25,0.0051949
196.35,0.0052135
196.45,0.005815
196.55,0.0061132
196.65,0.0064255
196.75,0.0064949
196.85,0.0064994
196.95,0.0066306
197.05,0.0059562
197.15,0.0060916
197.25,0.0058839
197.35,0.0062867
197.45,0.005773
197.55,0.0058834
197.65,0.0060803
197.75,0.005527
197.85,0.0061428
197.95,0.0057557
198.05,0.0057166
198.15,0.0066223
198.25,0.0065251
198.35,0.0058063
198.45,0.0062154
198.55,0.0063646
198.65,0.0052433
198.75,0.0057221
198.85,0.0056323
198.95,0.0056354
199.05,0.0060425
199.15,0.0059008
199.25,0.0064297
199.35,0.0074614
199.45,0.0063689
199.55,0.0065125
199.65,0.0065499
199.75,0.0060066
199.85,0.0070684
199.95,0.006251
200.05,0.0066993
200.15,0.0067573
200.25,0.0070401
200.35,0.0071283
200.45,0.0065965
200.55,0.0072331
200.65,0.007449
200.75,0.006875
200.85,0.0070863
200.95,0.0070854
201.05,0.0077274
201.15,0.0065411
201.25,0.0075303
201.35,0.0081952
201.45,0.0075584
201.55,0.0074404
201.65,0.0073975
201.75,0.0080081
201.85,0.008833
201.95,0.0079569
202.05,0.0081186
202.15,0.0077732
202.25,0.0070457
202.35,0.0082039
202.45,0.008218
202.55,0.007049
202.65,0.0052656
202.75,0.0076855
202.85,0.0087805
202.95,0.0082692
203.05,0.0085349
203.15,0.0096942
203.25,0.0093589
203.35,0.0081101
203.45,0.0074521
203.55,0.0081224
203.65,0.0096517
203.75,0.0094003
203.85,0.0094411
203.95,0.0081992
204.05,0.0081675
204.15,0.0096007
204.25,0.010496
204.35,0.010361
204.45,0.0091219
204.55,0.009754
204.65,0.010929
204.75,0.0095729
204.85,0.0095087
204.95,0.0098754
205.05,0.010191
205.15,0.010063
205.25,0.010362
205.35,0.010788
205.45,0.010514
205.55,0.0095124
205.65,0.0090446
205.75,0.010931
205.85,0.0090029
205.95,0.0099305
206.05,0.010775
206.15,0.010509
206.25,0.0083954
206.35,0.010497
206.45,0.010339
206.55,0.011118
206.65,0.0098227
206.75,0.011294
206.85,0.010991
206.95,0.010553
207.05,0.010989
207.15,0.01173
207.25,0.011027
207.35,0.011693
207.45,0.012296
207.55,0.01231
207.65,0.012695
207.75,0.013162
207.85,0.012246
207.95,0.012465
208.05,0.013201
208.15,0.01213
208.25,0.011919
208.35,0.012759
208.45,0.011921
208.55,0.012653
208.65,0.01575
208.75,0.015056
208.85,0.01843
208.95,0.015123
209.05,0.014593
209.15,0.017278
209.25,0.016433
209.35,0.02572
209.45,0.01535
209.55,0.018448
209.65,0.025218
209.75,0.019734
209.85,0.027177
209.95,0.020645
210.05,0.016831
210.15,0.024352
210.25,0.036955
210.35,0.018308
210.45,0.017917
210.55,0.036053
210.65,0.035238
210.75,0.030791
210.85,0.027537
210.95,0.01647
211.05,0.01881
211.15,0.02912
211.25,0.040545
211.35,0.027101
211.45,0.029466
211.55,0.018391
211.65,0.038976
211.75,0.044619
211.85,0.035534
211.95,0.034172
212.05,0.051795
212.15,0.039262
212.25,0.028229
212.35,0.02122
212.45,0.010721
212.55,0.015897
212.65,0.029766
212.75,0.035236
212.85,0.03436
212.95,0.036205
213.05,0.022774
213.15,0.024346
213.25,0.029816
213.35,0.026665
213.45,0.031171
213.55,0.020596
213.65,0.028606
213.75,0.040096
213.85,0.032981
213.95,0.018788
214.05,0.027718
214.15,0.053267
214.25,0.044623
214.35,0.044937
214.45,0.047137
214.55,0.038959
214.65,0.029542
214.75,0.031117
214.85,0.034556
214.95,0.04072
215.05,0.047213
215.15,0.022379
215.25,0.033241
215.35,0.040331
215.45,0.048092
215.55,0.036926
215.65,0.032716
215.75,0.024078
215.85,0.019555
215.95,0.020336
216.05,0.03218
216.15,0.045184
216.25,0.035214
216.35,0.040604
216.45,0.031865
216.55,0.037111
216.65,0.018599
216.75,0.015725
216.85,0.031201
216.95,0.025135
217.05,0.028404
217.15,0.035047
217.25,0.036889
217.35,0.034461
217.45,0.026372
217.55,0.021795
217.65,0.03258
217.75,0.029161
217.85,0.020066
217.95,0.040036
218.05,0.052438
218.15,0.052895
218.25,0.055775
218.35,0.05486
218.45,0.031563
218.55,0.04578
218.65,0.047917
218.75,0.017671
218.85,0.041868
218.95,0.032718
219.05,0.044259
219.15,0.040504
219.25,0.031142
219.35,0.064546
219.45,0.056686
219.55,0.037667
219.65,0.02696
219.75,0.041951
219.85,0.057194
219.95,0.055639
220.05,0.040673
220.15,0.023865
220.25,0.050164
220.35,0.062189
220.45,0.063147
220.55,0.051679
220.65,0.052432
220.75,0.039077
220.85,0.030616
220.95,0.037148
221.05,0.029235
221.15,0.015792
221.25,0.022286
221.35,0.050453
221.45,0.037531
221.55,0.046899
221.65,0.031312
221.75,0.018391
221.85,0.024384
221.95,0.043764
222.05,0.048753
222.15,0.053048
222.25,0.052868
222.35,0.037684
222.45,0.054265
222.55,0.04155
222.65,0.0465
222.75,0.037321
222.85,0.044416
222.95,0.052824
223.05,0.045215
223.15,0.035781
223.25,0.053752
223.35,0.078969
223.45,0.071735
223.55,0.072136
223.65,0.074325
223.75,0.063293
223.85,0.04881
223.95,0.053128
224.05,0.070449
224.15,0.049587
224.25,0.047613
224.35,0.047923
224.45,0.041288
224.55,0.049787
224.65,0.06158
224.75,0.063082
224.85,0.074561
224.95,0.043663
225.05,0.051932
225.15,0.045564
225.25,0.052234
225.35,0.053724
225.45,0.036863
225.55,0.05466
225.65,0.039474
225.75,0.04782
225.85,0.04464
225.95,0.057707
226.05,0.03313
226.15,0.037286
226.25,0.049251
226.35,0.040424
226.45,0.036698
226.55,0.028062
226.65,0.029221
226.75,0.031741
226.85,0.029154
226.95,0.026432
227.05,0.028226
227.15,0.028129
227.25,0.029857
227.35,0.035315
227.45,0.028513
227.55,0.038192
227.65,0.028896
227.75,0.041543
227.85,0.041073
227.95,0.043818
228.05,0.037947
228.15,0.055135
228.25,0.061108
228.35,0.0503
228.45,0.044895
228.55,0.061193
228.65,0.056554
228.75,0.03295
228.85,0.040938
228.95,0.050986
229.05,0.03671
229.15,0.039044
229.25,0.044212
229.35,0.047893
229.45,0.046862
229.55,0.047618
229.65,0.064691
229.75,0.031823
229.85,0.025517
229.95,0.033897
230.05,0.036758
230.15,0.035629
230.25,0.048534
230.35,0.039444
230.45,0.040697
230.55,0.053089
230.65,0.078336
230.75,0.069292
230.85,0.05595
230.95,0.050355
231.05,0.039721
231.15,0.029806
231.25,0.03105
231.35,0.030748
231.45,0.030563
231.55,0.061628
231.65,0.055473
231.75,0.049353
231.85,0.053522
231.95,0.054178
232.05,0.026093
232.15,0.038062
232.25,0.041095
232.35,0.071687
232.45,0.081557
232.55,0.050402
232.65,0.028423
232.75,0.036837
232.85,0.042724
232.95,0.055493
233.05,0.050829
233.15,0.042715
233.25,0.032905
233.35,0.025972
233.45,0.043983
233.55,0.044585
233.65,0.060698
233.75,0.04066
233.85,0.022587
233.95,0.027767
234.05,0.035991
234.15,0.041632
234.25,0.049535
234.35,0.031999
234.45,0.017244
234.55,0.026826
234.65,0.026653
234.75,0.033987
234.85,0.023283
234.95,0.031636
235.05,0.04966
235.15,0.046682
235.25,0.053567
235.35,0.061835
235.45,0.050915
235.55,0.033878
235.65,0.059919
235.75,0.058917
235.85,0.058404
235.95,0.036035
236.05,0.025022
236.15,0.035353
236.25,0.039115
236.35,0.061037
236.45,0.042563
236.55,0.030886
236.65,0.042694
236.75,0.032307
236.85,0.041073
236.95,0.042051
237.05,0.052752
237.15,0.054233
237.25,0.064571
237.35,0.041087
237.45,0.027936
237.55,0.037613
237.65,0.045
237.75,0.063844
237.85,0.051679
237.95,0.034569
238.05,0.036484
238.15,0.026219
238.25,0.018498
238.35,0.020075
238.45,0.028544
238.55,0.038077
238.65,0.050653
238.75,0.049094
238.85,0.033393
238.95,0.023051
239.05,0.043768
239.15,0.060321
239.25,0.048492
239.35,0.051367
239.45,0.044463
239.55,0.025038
239.65,0.019634
239.75,0.035524
239.85,0.043885
239.95,0.027759
240.05,0.034079
240.15,0.048709
240.25,0.044527
240.35,0.043335
240.45,0.037319
240.55,0.019327
240.65,0.032309
240.75,0.025008
240.85,0.039672
240.95,0.046071
241.05,0.037369
241.15,0.020325
241.25,0.034784
241.35,0.034449
241.45,0.03518
241.55,0.048273
241.65,0.050908
241.75,0.056827
241.85,0.055164
241.95,0.061477
242.05,0.063037
242.15,0.067587
242.25,0.076973
242.35,0.062959
242.45,0.055734
242.55,0.054939
242.65,0.063864
242.75,0.083838
242.85,0.067147
242.95,0.05511
243.05,0.066183
243.15,0.073556
243.25,0.060059
243.35,0.052392
243.45,0.067702
243.55,0.043739
243.65,0.053391
243.75,0.055027
243.85,0.071409
243.95,0.054017
244.05,0.048772
244.15,0.06742
244.25,0.071959
244.35,0.067854
244.45,0.054157
244.55,0.06001
244.65,0.056679
244.75,0.053088
244.85,0.040725
244.95,0.050888
245.05,0.047266
245.15,0.045005
245.25,0.040386
245.35,0.043718
245.45,0.040604
245.55,0.049317
245.65,0.044919
245.75,0.044511
245.85,0.054372
245.95,0.044198
246.05,0.048589
246.15,0.041033
246.25,0.038888
246.35,0.033846
246.45,0.044571
246.55,0.049453
246.65,0.048273
246.75,0.04632
246.85,0.053275
246.95,0.05324
247.05,0.05093
247.15,0.053851
247.25,0.057467
247.35,0.031993
247.45,0.061228
247.55,0.058029
247.65,0.061174
247.75,0.054648
247.85,0.054186
247.95,0.045364
248.05,0.035366
248.15,0.05896
248.25,0.051037
248.35,0.030254
248.45,0.026127
248.55,0.043426
248.65,0.053846
248.75,0.044983
248.85,0.030478
248.95,0.03511
249.05,0.030281
249.15,0.023618
249.25,0.038735
249.35,0.048047
249.45,0.0559
249.55,0.070013
249.65,0.064744
249.75,0.06254
249.85,0.063632
249.95,0.06501
250.05,0.077941
250.15,0.045212
250.25,0.047336
250.35,0.061303
250.45,0.065812
250.55,0.064106
250.65,0.046503
250.75,0.029945
250.85,0.04863
250.95,0.062462
251.05,0.068356
251.15,0.043644
251.25,0.051756
251.35,0.051014
251.45,0.038723
251.55,0.034678
251.65,0.031567
251.75,0.034005
251.85,0.0354
251.95,0.035425
252.05,0.040907
252.15,0.048907
252.25,0.042547
252.35,0.029494
252.45,0.031278
252.55,0.036763
252.65,0.043579
252.75,0.043497
252.85,0.032509
252.95,0.026572
253.05,0.03545
253.15,0.055026
253.25,0.054955
253.35,0.051298
253.45,0.049164
253.55,0.05287
253.65,0.041706
253.75,0.045773
253.85,0.05509
253.95,0.043092
254.05,0.060814
254.15,0.043799
254.25,0.052064
254.35,0.060852
254.45,0.060555
254.55,0.057589
254.65,0.048223
254.75,0.050804
254.85,0.055763
254.95,0.045125
255.05,0.042883
255.15,0.064097
255.25,0.093285
255.35,0.064424
255.45,0.089948
255.55,0.079174
255.65,0.075666
255.75,0.072067
255.85,0.076001
